gen,mod,student,instructor,word_count,mean_word_length,different_words,valid_sentences_count,mean_words_per_sentence,mean_different_words_per_bucket,FleschReadingEase,FleschKincaidGradeLevel,GunningFogIndex,SMOGIndex,ColemanLiauIndex,LIX,RIX,total_term_appearance,total_term_appearance_normalized,language system,language as social practice,target language,common european framework of reference for languages,language competence,language performance,language functions,pragmatics,sociolinguistics,structuralism,generative linguistics,language in use,text types,linguistic form,form,meaning and use,displacement,arbitrary nature of language,creative nature of language,conventional nature of language,polysemy,,communities of practice,English as lingua franca,communication models,communication strategies,accent,dialect,mutual intelligibility,language variation,stereotype,units of language,sentence,text,genres,exemplars,communicative purpose,domain of discourse,coherence,cohesion,cohesive devices,texture,parallelism,referring expressions,repetition and lexical chains,substitution,ellipsis,conjunctions and discourse markers,speech acts,locutionary,illocutionary and perlocutionary acts,discourse analysis,language media,spoken discourse,written discourse,context dependent,intonation,stress patterns,maxims of conversation,cooperative principle,conversational analysis,principles of politeness,deictics,conversational turn,comprehension strategies,communication strategies,previous knowledge,inference,learning strategies,language proficiency,language competences,communicative competence,linguistic competence,sociolinguistic competence,discursive competence,strategic competence,pragmatic competence,intercultural competence,phonetics,morphology and lexicn,syntax,semantics,second language acquisition,behaviorism,constructivism,sociocultural theory,contrastive analysis,cross linguistic influence,acquisition learning dichotomy,comprehensible,input,information processing,monitor hypothesis,monitor model,natural order hypothesis,affective filter hypothesis,input hypothesis,input,intake,confirmation checks,interaction,hypothesis,interactional modifications,negotiation of meaning,recasts,reformulations,modified input,foreigner talk,noticing,acoustically salient sound,focus on form,contextual,cues,collaborative dialogue,hypothesis testing,metalinguistic,output,tense markings,artifacts,genetic method,mediation,symbolic tools,private speech,intramental plane,intermental plane,product oriented theories,zone of proximal development,contextual cues,collaborative dialogue,hypothesis testing,critical period,rate of acquisition,instrumental motivation,intrinsic motivation,resultative hypothesis,good learners habits,direct learning,strategies,indirect learning strategies,learning styles,strategic investment,large clases,EFL,monolingual clases,approach,method,technique,grammar translation method,direct method,audiolingual method,mimicry,drill,experiential learning model,reflective observation,transformation,abstract conceptualization,taxonomy of learning domains,task based learning framework,interactional view of language,communicative view of language,learner centered instruction,social context,computer assisted language learning,real world or target task,pedagogical tasks,rehearsal tasks,activation tasks,enabling skills,scaffolding,interactivity,interpersonality,teachers roles,knowledge base,engaged learning,students roles,power relationship,coercive relationship,referent relationship,reward based relationship,interactional competence,phantom,authentic Materials,instructional materials,decoding,inferring,critical reading,top bottom approach,bottom up approach,interactive approach,schema theory,content schema,calla,cognitive academic language learning approach,content based approach,literacy transfer,phonics instruction,sheltered instruction,after reading phase,before reading phase,discourse markers,during reading phase,reading assessment,skimming,scanning,sq3r sequence,strategies for reading comprehension,collocations,register,word,word parts,affix,suffix,prefix,context,global clue,linguistic clue,local clue,difficulty level,reading lab,readable material,collaborative learning,netiquette,flesch kincaid,readability score,micro and macroskills for writing,syllabus,controlled writing,real wriging,feedback,rubric,CALL,receptive skill,background knowledge,chunking,clustering,colloquial language,back channeling,casual style,formal style,conversational analysis,corpus analysis,discourse analysis,fillers,fixed phrases,gaze,hesitation markers,interactional talk,moves,routines,slips,idea unit,transactional talk,stylistic variation,turns,accuracy,connected discourse,content words,falling intonation,use,fluency,function words,intelligibility,intonation contours,language oriented approaches,lexical stress,message oriented approaches,native like,norm,pitch,plateau,reduction,rhythm,rising intonation,segmental,stress,suprasegmental ,unaccented,usage,intercultural competence,decentering,native speaker model of language learning,ethnocentrism,formative testing,summative testing,norm based testing,criterion based testing,validity
gen2,mod1_pro,moralesam,mdrlp,5197,4.885126034250529,1315,143,35.88811188811189,62.40677966101695,49.938,14.2437,18.1076,14.344301733389402,12.248,60.238157053842464,9.022727272727273,123,0.02366750048104676,0.0,0.0,0.00019245573518090838,0.0,0.0,0.0,0.0,0.0,0.0,0.0011545122185876468,0.0,0.0,0.0,0.0,0.00019241870309794111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019241870309794111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038483740619588223,0.0,0.0,0.0009620935154897056,0.0,0.00019245573518090838,0.0,0.0,0.0,0.00019241870309794111,5.183494022265106e-07,0.0,0.00019245573518090838,0.0,0.00019249278152069297,0.00019249278152069297,0.0007698229407236335,5.183494022265106e-07,0.0005772561092938234,0.0,0.0007696748123917645,0.0021166057340773524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005772561092938234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003850596842510589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00346353665576294,0.0023090244371752936,0.0009620935154897056,0.0005774783445620789,0.00019245573518090838,0.00019245573518090838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019252984212552945,0.00019252984212552945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019245573518090838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001539349624783529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007696748123917645,0.0,0.0,0.0009620935154897056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019241870309794111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gen3,mod1_pro,martinezmdj,ado,5055,4.422551928783383,929,85,59.38823529411765,58.964285714285715,25.1551,24.6564,27.991,16.45446867299959,10.1403,81.84142154350722,12.920454545454545,69,0.013649851632047478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019782393669634025,0.0,0.0,0.0,0.0,0.0003956478733926805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013847675568743817,0.0005934718100890207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019786307874950534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019782393669634025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003956478733926805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009891196834817012,0.0,0.0,0.0,0.0,0.0,0.0,0.0009891196834817012,0.0011869436201780415,0.0,0.00019790223629527012,0.0003957261574990107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000791295746785361,0.0,0.0,0.0,0.0,0.00019782393669634025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005539070227497527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gen3,mod1_pro,dominguezpe,nss,12240,4.704901960784314,1834,651,17.94009216589862,59.157534246575345,67.0145,7.6386,11.2289,10.845684821481246,10.5855,40.38469179250001,3.8751472320376914,144,0.011764705882352941,0.0,0.0,0.0004085301086690089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004084967320261438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.169934640522875e-05,0.0,0.0,0.0,0.0,0.0,0.0001633986928104575,0.00024509803921568627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.169934640522875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.169934640522875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.169934640522875e-05,0.0,8.171269815329302e-05,8.169934640522875e-05,8.169934640522875e-05,0.0,0.0,0.0,0.0,0.0,1.3349566406083129e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.3349566406083129e-08,0.0,0.0,0.00024509803921568627,0.0,0.0,0.00016342539630658605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.170602173380178e-05,8.170602173380178e-05,0.0,0.0,0.0,8.169934640522875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0015522875816993463,0.0011437908496732027,0.0,0.0003268507926131721,0.00016341204346760355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004084967320261438,0.0,0.0,0.0,0.0,0.0012254901960784314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.169934640522875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001633986928104575,0.0,0.0,0.0,0.003758169934640523,0.000326797385620915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gen3,mod1_pro,lopezca,grp,4000,5.01825,1026,135,29.57777777777778,62.75555555555555,39.963,15.1381,18.0311,14.786137767659975,13.1721,60.22878579587035,9.065217391304348,97,0.02425,0.0,0.0,0.0,0.0002503755633450175,0.00025006251562890725,0.00025006251562890725,0.0005001250312578145,0.0,0.0,0.00075,0.0005001250312578145,0.0,0.0,0.0,0.0005,0.0,0.00025,0.0002501876407305479,0.0,0.0,0.0,0.0,0.0002501250625312656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0005,0.0,0.0,0.0,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025006251562890725,0.0,0.0,0.0,0.0,0.00025006251562890725,0.0,0.0,0.0,0.0,0.0,1.2506252344531495e-07,0.0,0.0,0.0,0.0,0.0002501250625312656,0.0005,0.0,0.00025006251562890725,0.0,0.0,0.0,0.0,2.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-07,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002501250625312656,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002501876407305479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.00025006251562890725,0.0,0.0,0.0,0.0,0.005,0.00175,0.0005,0.0,0.0,0.0,0.0,0.0,0.0005002501250625312,0.00025006251562890725,0.00025,0.00025006251562890725,0.0,0.0,0.0,0.0,0.0,0.00025006251562890725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.00225,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2506252344531495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gen3,mod1_pro,fragosomdca,rias,7181,4.718005848767581,1126,320,22.140625,59.85,62.2021,9.8004,13.1201,11.6290111713344,10.3744,45.489977465029206,5.14404432132964,129,0.017964071856287425,0.0,0.0,0.0012534818941504179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006962818548948615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001392563709789723,0.0005570254839158892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001392563709789723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001392757660167131,0.0,0.0,0.0,0.0,0.0002785515320334262,0.0001392757660167131,0.0,0.0001392757660167131,0.0001392757660167131,0.0001392757660167131,0.0,0.0001392563709789723,0.0,0.0,0.0,0.0004178854993731718,0.0,0.0,0.0001392757660167131,0.0,0.0,0.0001392951664577239,0.0002785127419579446,2.3270804229879788e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.3270804229879788e-07,0.0001392563709789723,0.0,0.0006962818548948615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001392563709789723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006962818548948615,0.0005570254839158892,0.0,0.0001392951664577239,0.0002785515320334262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001392757660167131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001392757660167131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001392563709789723,0.0,0.0,0.0,0.0,0.0,0.0025066146776215013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002785127419579446,0.0,0.0,0.0,0.003899178387411224,0.0001392563709789723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001392563709789723,0.0,0.0,0.0001392563709789723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gen3,mod3_pro,parrillacp,rsp,19764,5.073618700667881,2112,985,19.836548223350253,58.900862068965516,51.5247,10.5444,14.0293,12.839873205135358,12.5304,49.98483327918314,5.875451263537906,476,0.024084193483100588,5.059960532307848e-05,0.0,0.0016191873703385114,0.0,5.059960532307848e-05,0.0,0.0,0.0,5.059704513256426e-05,0.0,0.0,0.0,0.0,0.0,0.0007083586318558996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010120433154539014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010119409026512852,0.001163732038048978,0.0,0.0,5.059960532307848e-05,0.0,5.059704513256426e-05,5.059704513256426e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007589940798461772,0.0,0.0,0.0,0.0,0.0005059960532307848,0.00030359763193847086,0.0,0.0,5.059960532307848e-05,0.0,5.120640117702624e-08,5.059704513256426e-05,0.0,0.0,5.059704513256426e-05,0.00040481732618156057,0.0,5.059704513256426e-05,0.0,0.0,0.0,0.0,5.059704513256426e-05,1.0752256099816326e-07,0.0,0.0,0.0,0.0,0.0,0.00015179881596923543,1.0752256099816326e-07,5.059704513256426e-05,5.059960532307848e-05,0.0014673143088443634,0.00020238818053025704,0.0,0.0,0.0,0.0,5.059960532307848e-05,0.0,0.0,0.0,0.0,0.0,5.059704513256426e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010120945296290674,0.0,0.0,0.0,0.0,0.0,0.0,5.059960532307848e-05,0.0,0.0,0.0,0.00015179113539769278,0.0,0.00030359763193847086,0.0,0.0,0.0,0.0,0.0018720906699048775,0.0005565674964582068,0.00010119409026512852,0.0,0.00010119921064615696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.059960532307848e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.059704513256426e-05,0.0,0.0,5.059960532307848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.059704513256426e-05,0.0,0.0,0.0,0.0,5.059960532307848e-05,0.0002529980266153924,0.00010119921064615696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015179113539769278,0.0007083586318558996,5.059960532307848e-05,0.0,0.0,5.059704513256426e-05,0.001973284760170006,0.0,0.0,0.0,0.0,0.0,0.0,5.059960532307848e-05,0.0,0.0,0.0,0.0,0.0007083586318558996,0.0,0.0,0.0006071645415907711,0.00020238818053025704,0.0,5.059960532307848e-05,5.059960532307848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.059704513256426e-05,0.0003541793159279498,0.0,0.0,0.0,0.0034405990690143697,0.00030358227079538557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.059704513256426e-05,0.0,0.0,0.0,5.120640117702624e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.059704513256426e-05
gen3,mod1_pro,martinezmm,ado,6558,5.000457456541628,1469,316,19.82278481012658,58.51898734177215,64.5369,7.7357,10.8086,10.495096436219836,10.7824,42.10059941074876,3.9862745098039216,114,0.01738334858188472,0.0,0.0,0.00045752630776269633,0.0,0.0,0.0,0.00045752630776269633,0.00015248551387618176,0.0,0.00015248551387618176,0.0,0.0,0.0,0.0,0.0003049710277523635,0.0001525320317266626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001525320317266626,0.00015248551387618176,0.0013723696248856359,0.0,0.0,0.00015250876925423213,0.0,0.00015248551387618176,0.00015248551387618176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015250876925423213,0.0,0.0,0.0,0.0,0.00030501753850846426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010677242220866383,0.00015248551387618176,0.0,0.0,0.0,0.0,0.0,0.0,4.650366388416644e-08,0.0,0.0,0.00015250876925423213,0.0,0.0,0.0,4.650366388416644e-08,0.0,0.0,0.0004574565416285453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015248551387618176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030511060259344014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009149130832570906,0.0,0.00045752630776269633,0.0,0.0,0.0,0.0,0.001219884111009454,0.001219884111009454,0.0,0.0001525320317266626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015250876925423213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015250876925423213,0.0,0.0,0.00030501753850846426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009149130832570906,0.0,0.0,0.0,0.0,0.001219884111009454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000609942055504727,0.0,0.0,0.0007624275693809088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015248551387618176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021347971942665446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015248551387618176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gen2,mod3_pro,suarezja,rsp,18622,5.142143700998819,2913,916,20.050218340611355,58.310810810810814,54.979,10.311,13.7136,12.364193681256847,14.044,49.85332399351141,5.876699909338169,302,0.016217377295671787,0.0,0.0,0.0006444337038827131,0.0,0.0,5.370280865689276e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.370280865689276e-05,0.0010202985715819998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005906991730211578,0.001073998496402105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.370280865689276e-05,0.0,5.370280865689276e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010740561731378552,0.0,0.0,0.0,0.0,1.1534727702739824e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.1534727702739824e-08,0.0,0.0,0.00026849962410052626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.370280865689276e-05,0.0,0.0,0.0,0.001073998496402105,0.0,5.370280865689276e-05,0.0,0.0,0.0,0.0,0.0007517989474814735,0.0025238964665449466,0.000214799699280421,0.00016111707841031148,0.00032221685194135655,0.00021481123462757103,0.0,0.0,5.3705692803437166e-05,0.0,0.0001073998496402105,0.0,5.3708577259788386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001073998496402105,0.0,0.0,5.369992482010525e-05,5.369992482010525e-05,0.000644399097841263,5.370280865689276e-05,0.0,0.0,0.0,0.000644399097841263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.369992482010525e-05,0.0,0.0,0.00048329932338094726,0.00037589947374073676,0.0,0.00010740561731378552,0.0003759196605982493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.369992482010525e-05,0.0,0.0,0.0,0.0,0.0,5.369992482010525e-05,0.0,0.0,0.0,0.0,0.0032219954892063153,5.369992482010525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001073998496402105,0.0,0.0,5.369992482010525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
