gen,mod,student,instructor,word_count,mean_word_length,different_words,valid_sentences_count,mean_words_per_sentence,mean_different_words_per_bucket
gen3,mod3_pro,floressd,rsp,19575,4.99044699872286,1927,844,23.05924170616114,56.575221238938056
gen2,mod3_pro,whitem,rsp,18046,4.689349440319185,2806,1002,17.70758483033932,61.11374407582938
gen2,mod3_pro,quezadaa,grdlr,16889,4.789211913079519,2142,1009,16.41526263627354,61.09183673469388
gen3,mod1_pro,navarretej,mdrlp,6022,4.6262039189638,1130,209,28.641148325358852,58.86764705882353
gen3,mod3_pro,arzatet,grdlr,9152,5.209243881118881,2008,452,19.966814159292035,60.58490566037736
gen2,mod3_pro,jimenezm,rsp,8323,5.279826985461973,1358,410,19.848780487804877,57.57425742574257
gen2,mod3_pro,roblesjc,rias,13951,4.703175399612931,2451,313,43.97444089456869,61.161490683229815
gen2,mod3_pro,omezeg,rsp,15586,5.0063518542281535,2374,819,18.68742368742369,58.345360824742265
gen2,mod3_pro,zepedagg,rias,11413,4.777884868132831,1870,587,19.16695059625213,62.0
gen2,mod1_pro,mayam,rsp,5881,5.492943376976704,1320,282,20.5531914893617,59.285714285714285
gen3,mod1_pro,vazquezbs,mdrlp,4960,5.130645161290323,1159,244,19.733606557377048,60.3
gen2,mod1_pro,oteroad,grp,4476,4.861930294906166,1013,165,27.024242424242424,60.84
gen3,mod3_pro,perezb,ado,12951,5.1026947726044325,2142,514,25.060311284046694,60.817567567567565
gen3,mod3_pro,deleonle,nss,19353,5.128972252363974,2601,889,21.598425196850393,60.39545454545455
gen2,mod3_pro,valenciahm,cva,11366,4.961551997184586,2130,571,19.455341506129596,57.38405797101449
gen3,mod3_pro,garciafj,grp,9194,4.806721775070698,1639,373,24.632707774798927,61.407766990291265
gen2,mod1_pro,navarrorm,rsp,4554,4.96157224418094,1292,214,21.009345794392523,60.735849056603776
gen2,mod3_pro,hernandezl,nsrh,12798,4.9641350210970465,1756,614,20.423452768729643,60.91891891891892
gen2,mod3_pro,hinojosas,cva,2889,4.494980962270682,746,129,22.015503875968992,51.65714285714286
gen2,mod3_pro,ceballosi,cva,16360,4.353056234718826,1905,429,37.764568764568764,57.78191489361702
gen2,mod3_pro,palominogl,grdlr,12681,4.864758299818626,1906,593,21.047217537942664,59.16326530612245
gen2,mod3_pro,romanb,rsp,14984,5.114255205552589,2010,775,18.68258064516129,57.077777777777776
gen3,mod1_pro,quezadama,ado,3605,5.271567267683772,1097,102,35.127450980392155,62.926829268292686
gen3,mod1_pro,contrerasa,grdlr,5078,5.016738873572272,1176,237,21.122362869198312,59.28813559322034
gen2,mod3_pro,santoyoe,grdlr,10285,4.865629557608167,1766,370,27.583783783783783,57.5
gen3,mod1_pro,benavidesca,nss,8962,5.32660120508815,2107,374,22.815508021390375,59.757009345794394
gen3,mod1_pro,gonzalezd,grdlr,3599,5.141706029452625,1028,151,23.364238410596027,62.146341463414636
gen3,mod1_pro,torresd,grp,6246,5.016170349023375,1114,296,20.83108108108108,57.84931506849315
gen2,mod1_pro,ucop,grdlr,5945,4.731034482758621,1277,160,36.4875,62.130434782608695
gen3,mod3_pro,tellor,rias,15223,4.983117650922946,1882,561,26.614973262032084,58.10674157303371
gen2,mod3_pro,fragosol,ado,4868,5.415776499589153,1376,228,20.92105263157895,60.24561403508772
gen2,mod1_pro,jimenezm,rsp,5375,5.0829767441860465,1127,238,22.34873949579832,61.0
gen2,mod3_pro,navarrorm,rsp,4948,4.724130962004851,1034,328,13.625,55.78688524590164
gen3,mod3_pro,rivasle,grdlr,10135,5.226245683275777,1588,579,17.1433506044905,60.794871794871796
gen2,mod1_pro,ruelasji,rias,3168,4.701388888888889,893,180,17.272222222222222,60.861111111111114
gen2,mod1_pro,chavezfr,cva,4015,5.002988792029888,964,143,27.72027972027972,59.87234042553192
gen3,mod1_pro,velascoep,grp,5237,4.706893259499713,1068,163,31.98159509202454,64.7719298245614
gen3,mod1_pro,deaquinov,grdlr,4021,4.938572494404377,1067,147,26.993197278911566,61.26086956521739
gen3,mod1_pro,garciame,nss,7639,4.986123838198717,1651,346,21.916184971098264,59.359550561797754
gen2,mod1_pro,roblesjc,rias,6945,4.707847372210223,1749,156,44.166666666666664,64.06410256410257
gen2,mod3_pro,martinezrm,grp,27567,4.988718395182646,2434,1668,15.938249400479616,57.85502958579882
gen3,mod1_pro,bautistae,nss,7752,5.119840041279669,1833,287,26.54006968641115,61.55681818181818
gen2,mod1_pro,suarezja,rsp,4338,5.228907330567082,1161,202,21.252475247524753,61.395833333333336
gen2,mod3_pro,ruizv,rsp,17872,5.037488809310654,2493,569,31.133567662565905,60.911764705882355
gen2,mod1_pro,acevesj,cva,4356,5.2513774104683195,1005,160,26.3625,58.372549019607845
gen2,mod1_pro,diazvm,mdrlp,8278,4.948417492147862,1339,394,20.741116751269036,55.02970297029703
gen3,mod1_pro,floresg,grdlr,6158,5.035401104254628,1534,323,18.761609907120743,61.736111111111114
gen3,mod1_pro,ruizg,mdrlp,7886,4.849353284301293,1634,325,23.907692307692308,60.111111111111114
gen3,mod1_pro,zaldivarg,rsp,4166,5.173307729236678,1131,199,20.065326633165828,56.34
gen2,mod1_pro,zataraincd,mdrlp,4846,4.58027238959967,1012,320,14.678125,57.46551724137931
gen3,mod1_pro,deleonle,nss,6544,5.12041564792176,1428,283,22.90459363957597,59.82432432432432
gen3,mod1_pro,jimenezlm,grp,4139,4.807924619473303,909,204,20.205882352941178,56.204081632653065
gen2,mod1_pro,troncoc,rias,3681,4.9589785384406415,854,93,39.40860215053763,65.60975609756098
gen3,mod1_pro,enriquezo,rsp,2211,4.357756671189507,604,55,39.945454545454545,59.24
gen2,mod1_pro,avileslm,grdlr,6253,4.88981288981289,1353,255,24.36862745098039,63.405797101449274
gen3,mod3_pro,vegai,rias,14052,5.031596925704526,1905,758,18.306068601583114,61.88198757763975
gen3,mod3_pro,mezase,rias,16547,5.100320299752221,2234,957,16.912225705329153,58.041666666666664
gen2,mod3_pro,gutierrezs,ado,17885,5.01504053676265,1905,813,21.71217712177122,56.93719806763285
gen3,mod1_pro,mezase,rias,3575,4.961398601398601,869,204,17.33823529411765,59.15
gen3,mod1_pro,parrillacp,rsp,5274,5.033560864618885,1099,264,19.71969696969697,57.57142857142857
gen2,mod3_pro,lopezg,grp,9418,5.251221066043746,1535,477,19.534591194968552,57.23684210526316
gen3,mod1_pro,diaze,nss,7670,5.091395045632334,1613,409,18.29828850855746,59.604395604395606
gen2,mod1_pro,whitem,rsp,5454,4.7004033736707,1282,277,19.55956678700361,65.63333333333334
gen3,mod3_pro,romerog,mdrlp,8629,5.1739483138254725,1615,395,21.265822784810126,55.67619047619048
gen2,mod1_pro,villalbadh,mdrlp,9484,4.969527625474483,1454,352,26.65625,62.416666666666664
gen2,mod3_pro,coronafm,mdrlp,9597,5.163488590184433,1772,442,21.368778280542987,58.17857142857143
gen2,mod1_pro,olveramt,grdlr,7457,4.753520182378972,1541,304,24.457236842105264,62.857142857142854
gen3,mod1_pro,santiagol,rias,5034,5.144616607071911,1355,212,23.4811320754717,62.40677966101695
gen3,mod1_pro,rivasle,grdlr,5647,5.191606162564193,1372,326,17.058282208588956,61.171875
gen3,mod1_pro,cervantesjdj,rsp,4304,5.077602230483271,1290,118,36.3728813559322,61.4375
gen2,mod3_pro,villalbadh,mdrlp,16142,5.103704621484327,2108,707,22.333804809052335,61.09947643979058
gen3,mod3_pro,sotoa,grp,29582,4.924616320735582,2393,1045,28.173205741626795,62.90402476780186
gen2,mod3_pro,mezary,grp,25132,5.071542256883654,2553,696,35.804597701149426,60.01724137931034
gen2,mod1_pro,rosiquela,mdrlp,7256,5.07883131201764,1674,417,16.376498800959233,57.46511627906977
gen3,mod3_pro,chicastd,nss,18448,5.337001300954033,2915,849,21.462897526501767,54.8008658008658
gen3,mod3_pro,gonzalezd,grdlr,10993,5.212407895933776,2007,526,20.640684410646386,59.40625
gen3,mod1_pro,rodriguezv,mdrl,1576,4.685279187817259,422,75,20.96,58.0
gen2,mod3_pro,ucop,grdlr,18329,4.8349064324294835,2122,716,24.134078212290504,58.262443438914026
gen3,mod1_pro,sombrai,rsp,5316,4.882242287434161,1237,227,23.281938325991188,60.38709677419355
gen2,mod3_pro,buenfilv,nsrh,11734,5.030424407704108,1678,577,19.91681109185442,57.66423357664234
gen3,mod3_pro,villalobosl,grdlr,13277,4.996158770806658,1733,627,20.559808612440193,60.58860759493671
gen2,mod1_pro,reynosopn,grdlr,4194,4.8159275154983305,909,144,28.90277777777778,59.1875
gen3,mod3_pro,ramosldc,ado,13382,5.006575997608728,2014,453,29.077262693156733,60.07096774193548
gen2,mod3_pro,velazquezml,mdrlp,10297,5.24793629212392,1808,415,24.539759036144577,57.90983606557377
gen3,mod3_pro,martinezmm,ado,13259,5.067048797043517,2246,704,18.470170454545453,58.93037974683544
gen2,mod3_pro,martinezd,grp,21397,4.88096462120858,2588,711,29.904360056258792,61.854166666666664
gen2,mod3_pro,diazvm,mdrlp,15197,5.039284069224189,1835,745,20.073825503355703,54.68983957219251
gen3,mod3_pro,fragosomdca,rias,22105,4.776792580864058,2042,1000,21.908,60.63414634146341
gen3,mod1_pro,vegai,rias,8311,4.778245698471904,1416,457,17.849015317286653,60.291666666666664
gen3,mod3_pro,deaquinov,grdlr,9787,5.182793501583734,1865,431,22.31322505800464,60.62280701754386
gen3,mod3_pro,dominguezpe,nss,17232,4.948177808727948,2298,747,22.850066934404285,61.08762886597938
gen2,mod1_pro,godinezma,cva,5183,5.099749180011576,1160,159,31.70440251572327,59.516129032258064
gen2,mod3_pro,davalosph,cva,12407,4.653260256306924,1955,584,20.90582191780822,59.36363636363637
gen2,mod1_pro,villanuevai,grdlr,4203,4.791339519390911,888,175,23.942857142857143,61.06122448979592
gen3,mod3_pro,santiagol,rias,12061,5.406351048835088,2184,481,24.82952182952183,60.60689655172414
gen2,mod1_pro,martinezrm,grp,9447,4.938181433259236,1676,509,18.229862475442044,59.481818181818184
gen2,mod1_pro,coronafm,mdrlp,4565,5.091128148959474,1202,252,17.686507936507937,59.092592592592595
gen2,mod3_pro,santiagog,mdrlp,11624,5.219803854094976,2216,577,19.915077989601386,61.25
gen3,mod1_pro,floressd,rsp,2326,4.953568357695615,619,88,26.09090909090909,55.888888888888886
gen2,mod3_pro,olveramt,grdlr,18906,4.859303924679995,2548,944,19.66207627118644,60.82272727272727
gen3,mod3_pro,lopeza,grdlr,11456,5.224511173184357,2144,479,23.630480167014614,60.19259259259259
gen2,mod1_pro,maganad,cva,4657,4.899935580846038,1087,213,21.615023474178404,59.056603773584904
gen2,mod3_pro,moguelcg,cva,13715,4.935836675173168,2112,578,22.986159169550174,57.26219512195122
gen3,mod1_pro,tellor,rias,5769,4.915236609464379,1130,207,27.42512077294686,58.92424242424242
gen2,mod1_pro,romanb,rsp,2377,5.086243163651662,708,99,23.393939393939394,60.629629629629626
gen2,mod1_pro,marquezmy,rsp,6393,5.030658532770217,1520,305,20.42295081967213,58.98684210526316
gen3,mod1_pro,martinezk,ado,3888,5.050925925925926,1012,200,18.97,56.8125
gen3,mod1_pro,lopeza,grdlr,5640,5.097695035460993,1478,236,23.673728813559322,61.323076923076925
gen3,mod1_pro,ortizmp,ado,4071,4.777695897813805,1012,116,34.81896551724138,60.02173913043478
gen3,mod1_pro,perezb,ado,5399,5.393776625300982,1553,202,26.47029702970297,61.903225806451616
gen2,mod3_pro,lizamaym,grp,16165,4.903309619548407,1691,511,31.320939334637966,60.81182795698925
gen2,mod3_pro,maganad,cva,11707,4.945502690697873,1742,557,20.798922800718135,58.78195488721804
gen2,mod1_pro,ovandoca,rias,1912,4.701359832635983,593,74,24.89189189189189,58.36363636363637
gen2,mod3_pro,vilchisv,nsrh,14529,5.032899717805768,2087,579,24.82901554404145,62.36585365853659
gen3,mod1_pro,padillaa,ado,4198,5.52120057170081,1153,208,19.85576923076923,55.56603773584906
gen3,mod1_pro,romerog,mdrlp,5391,5.0228158041179745,1281,194,27.45876288659794,60.125
gen2,mod3_pro,ruelasj,rias,2756,4.70210449927431,701,145,18.93103448275862,60.43333333333333
gen3,mod3_pro,garciame,nss,21231,5.167679336818803,2770,1028,20.443579766536963,58.41501976284585
gen2,mod3_pro,pizja,grp,13844,5.138760473851488,2190,672,20.430059523809526,61.00636942675159
gen3,mod1_pro,chicastd,nss,4245,5.232744405182568,1133,206,20.12621359223301,58.18
gen2,mod1_pro,britob,mdrlp,5102,4.878479027832222,1195,164,30.50609756097561,58.666666666666664
gen2,mod3_pro,lopezne,ado,16418,4.726032403459618,1774,549,29.615664845173043,61.02162162162162
gen2,mod3_pro,villanuevai,grdlr,16603,4.838161777991929,1727,817,20.189718482252143,58.68062827225131
gen3,mod1_pro,salgadomm,grp,4541,4.7907949790794975,885,126,35.817460317460316,56.19230769230769
gen2,mod3_pro,martinezk,nsrh,13415,5.527469250838614,2002,655,20.015267175572518,61.380645161290325
gen2,mod1_pro,sacnhezm,rias,3194,4.36756418284283,725,144,22.055555555555557,56.972972972972975
gen2,mod3_pro,marquezmy,rsp,19448,5.148807075277664,2924,918,20.688453159041394,58.55172413793103
gen3,mod3_pro,floresg,grdlr,14107,5.310767703976749,2603,682,20.318181818181817,60.872727272727275
gen2,mod3_pro,alvareza,ado,7501,4.893614184775363,1629,240,31.0125,61.5632183908046
gen2,mod3_pro,chavezfr,cva,15120,5.083862433862434,1820,659,22.786039453717756,60.907514450867055
gen2,mod3_pro,avileslm,grdlr,13307,4.766213271210641,1925,495,26.78989898989899,62.520270270270274
gen3,mod1_pro,villedal,grdlr,4498,5.2972432192085375,1170,182,24.17032967032967,60.339622641509436
gen3,mod1_pro,villalobosl,grdlr,5494,4.953039679650528,1175,207,26.22222222222222,63.131147540983605
gen2,mod3_pro,cortesrm,grdlr,12997,5.139262906824652,2123,734,16.980926430517712,55.93251533742331
gen2,mod1_pro,santiagog,mdrlp,4368,4.937042124542124,1086,219,19.748858447488583,61.7
gen2,mod1_pro,velazquezml,mdrlp,4340,5.130184331797235,1031,145,29.8,59.68
gen3,mod1_pro,gonzalezj,grp,7706,5.219439397871788,1687,284,26.62676056338028,58.03225806451613
gen2,mod3_pro,moralesam,mdrlp,11043,4.840532464004347,1854,383,28.362924281984334,57.35338345864662
gen2,mod3_pro,alvareza,grdlr,11207,4.792897296332649,1838,419,26.58711217183771,61.41269841269841
gen3,mod1_pro,sanchezla,rias,7708,4.963544369486248,1452,240,31.904166666666665,62.63953488372093
gen3,mod1_pro,arzatet,grdlr,3241,5.238506633755014,952,127,25.30708661417323,59.0
gen3,mod3_pro,ortizmp,ado,9048,5.132404951370469,1655,214,41.822429906542055,61.00970873786408
gen3,mod3_pro,mandujanov,ado,12609,5.1694821159489255,1995,567,22.005291005291006,59.67123287671233
gen3,mod1_pro,mandujanov,ado,5179,5.036107356632555,1190,231,22.385281385281385,61.08474576271186
gen2,mod1_pro,lopezne,ado,5676,4.78276955602537,1117,176,32.11931818181818,62.79365079365079
gen3,mod1_pro,gonzalesjp,grdlr,4399,4.853375767219823,1041,207,20.830917874396135,58.57692307692308
gen2,mod3_pro,reynosopn,grdlr,10486,4.954987602517643,1526,447,22.624161073825505,57.496
gen2,mod3_pro,veraal,grdlr,7234,5.062620956593863,1360,396,18.015151515151516,60.05952380952381
gen3,mod3_pro,quezadama,ado,8148,5.30081001472754,1807,323,24.972136222910216,60.410526315789475
gen3,mod1_pro,canadaa,nss,5332,4.990247561890473,1300,167,31.491017964071855,59.79032258064516
gen3,mod1_pro,garciafj,grp,5153,4.671647583931691,1131,234,21.935897435897434,60.271186440677965
gen2,mod1_pro,nolazcoka,rsp,3644,4.978869374313941,1031,160,21.76875,53.97826086956522
gen3,mod3_pro,contrerasa,grdlr,9429,5.106692120055149,1646,442,20.92760180995475,58.99074074074074
gen2,mod3_pro,moralesoa,grp,21049,4.805786498170934,3327,895,23.3731843575419,60.81927710843374
gen2,mod1_pro,quezadaa,grdlr,6460,4.771826625386997,1249,411,15.306569343065693,60.01315789473684
gen3,mod1_pro,cruzod,rias,4535,4.985226019845645,1061,131,33.7557251908397,57.51851851851852
gen2,mod3_pro,acevesj,cva,8757,5.128240264930913,1557,390,21.05128205128205,54.44444444444444
gen3,mod1_pro,ruizjf,rias,4307,4.815648943580218,1048,177,24.096045197740114,62.42857142857143
gen3,mod1_pro,triulzio,mdrlp,5921,5.13882790069245,1368,274,21.124087591240876,57.97222222222222
gen2,mod3_pro,oteroad,grp,16160,5.136200495049505,2085,665,23.685714285714287,57.84126984126984
gen2,mod1_pro,martinezd,grp,8453,4.741275286880398,1499,248,33.99596774193548,62.5531914893617
